product_id,product_name,total_stock,total_received,total_sold,total_stockout_days
1859,SaigonCore YY-54,7491,784,667,60
1860,SaigonCore YY-55,164,88,84,36
1861,SaigonCore YY-56,355,55,53,25
1862,SaigonCore YY-57,1031,124,116,32
1863,BambooCraft UM-01,366,224,202,50
1864,BambooCraft UM-02,24,17,17,10
1866,BambooCraft UM-04,223,90,86,38
1868,BambooCraft UM-06,353,165,146,14
1869,BambooCraft UM-07,9,3,3,0
1870,BambooCraft UM-08,570,65,61,22
1871,BambooCraft UM-09,59,53,51,20
1872,BambooCraft UM-10,115,33,32,15
1873,BambooCraft UM-11,46,23,22,14
1875,BambooCraft UM-13,2658,514,454,74
1876,BambooCraft UM-14,36,11,11,10
1878,BambooCraft UM-16,785,220,205,59
1879,BambooCraft UM-17,1964,468,407,33
1880,BambooCraft UM-18,69,26,26,18
1881,BambooCraft UM-19,492,149,142,39
1883,BambooCraft UC-02,177,62,61,31
1884,BambooCraft UC-03,10007,910,798,109
1885,BambooCraft UC-04,6,3,3,4
1886,BambooCraft UC-05,599,121,113,38
1888,BambooCraft UC-07,42,10,10,8
1889,BambooCraft UC-08,3326,591,535,119
1891,BambooCraft UC-10,108,14,14,15
1892,BambooCraft UC-11,6173,700,622,110
1893,BambooCraft UC-12,125,78,76,37
1894,BambooCraft UC-13,809,75,72,38
1895,BambooCraft UC-14,342,43,41,13
1896,BambooCraft UC-15,242,35,32,6
1897,BambooCraft UC-16,518,157,145,64
1898,BambooCraft UC-17,175,87,86,45
1899,BambooCraft UC-18,214,74,67,31
1901,BambooCraft UC-20,15,10,10,7
1902,BambooCraft UC-21,3,1,1,1
1903,BambooCraft UC-22,292,40,37,13
1905,BambooCraft UC-24,9282,476,426,76
1906,BambooCraft UC-25,297,146,133,36
1907,BambooCraft UC-26,6108,743,658,86
1908,UrbanVN MA-01,1439,563,487,78
1909,UrbanVN MA-02,8945,842,746,126
1912,UrbanVN MA-05,7772,1054,918,77
1915,UrbanVN MA-08,10306,1038,911,100
1916,UrbanVN MA-09,40077,2624,2256,123
1920,UrbanVN MA-13,23716,1975,1706,106
1924,UrbanVN MA-17,12411,1406,1199,94
1926,UrbanVN RP-01,6942,531,463,45
1927,UrbanVN RP-02,7080,533,463,53
1932,UrbanVN RP-07,26,6,5,3
1933,UrbanVN RP-08,24,5,5,4
1934,UrbanVN RP-09,30166,1797,1554,106
1935,UrbanVN RP-10,32784,1831,1554,110
1936,UrbanVN RP-11,6818,561,494,78
1937,UrbanVN RP-12,6729,560,494,77
1938,UrbanVN RP-13,671,242,210,54
1939,UrbanVN RP-14,676,242,210,51
1940,UrbanVN RP-15,722,175,156,65
1941,UrbanVN RP-16,648,173,156,68
1942,UrbanVN RP-17,15848,1247,1086,114
1943,UrbanVN RP-18,14999,1241,1086,115
1946,UrbanVN RP-21,203,71,70,28
1947,UrbanVN RP-22,209,72,70,39
1948,UrbanVN RP-23,2412,359,320,104
1949,UrbanVN RP-24,2476,360,320,88
1950,UrbanVN RP-25,96,54,52,28
1951,UrbanVN RP-26,114,55,52,32
1958,UrbanVN RP-33,2537,494,427,66
1959,UrbanVN RP-34,2824,505,427,78
1960,UrbanVN RP-35,9,3,3,1
1961,UrbanVN RP-36,9,3,3,1
1962,UrbanVN RP-37,6572,864,732,63
1963,UrbanVN RP-38,6415,853,732,43
1964,UrbanVN RP-39,11519,1733,1463,71
1965,UrbanVN RP-40,11066,1725,1463,72
1966,UrbanVN RP-41,3372,318,293,74
1967,UrbanVN RP-42,3639,323,293,78
1968,UrbanVN RP-43,3,1,1,0
1969,UrbanVN RP-44,3,1,1,1
1974,UrbanVN RP-49,17189,1774,1539,70
1975,UrbanVN RP-50,20275,1829,1539,61
1978,UrbanVN RP-53,1352,154,147,54
1979,UrbanVN RP-54,1487,157,147,47
1980,UrbanVN RP-55,3589,393,350,64
1981,UrbanVN RP-56,3514,392,350,62
1982,UrbanVN RS-01,25360,1707,1476,112
1983,UrbanVN RS-02,278,97,88,41
1984,UrbanVN RS-03,717,191,171,30
1985,UrbanVN RS-04,150,20,20,7
1986,UrbanVN RS-05,1604,203,191,67
1987,UrbanVN RS-06,12946,1154,1008,129
1989,UrbanVN RS-08,16851,1582,1340,88
1990,UrbanVN RS-09,6511,811,700,129
1991,UrbanVN RS-10,5484,576,509,81
1993,UrbanVN RS-12,147,111,100,47
1994,UrbanVN UM-01,6651,984,854,116
1995,UrbanVN UM-02,21593,2363,2012,165
1997,UrbanVN UM-04,957,169,159,41
1999,UrbanVN UR-02,1160,225,205,54
2004,UrbanVN UR-07,3332,374,328,51
2005,UrbanVN UR-08,1425,148,135,29
2012,UrbanVN UR-15,1812,287,253,49
2015,UrbanVN UR-18,333,161,144,38
2016,UrbanVN UR-19,15621,1427,1208,72
2022,UrbanVN UR-25,396,61,61,27
2026,UrbanVN UR-29,516,106,102,33
2028,UrbanVN UR-31,24,13,13,9
2034,UrbanVN UR-37,414,104,96,26
2036,UrbanVN UR-39,819,330,291,55
2039,UrbanVN UR-42,187,96,89,35
2042,UrbanVN UE-02,241,59,56,18
2044,UrbanVN UE-04,48,25,25,17
2045,UrbanVN UE-05,187873,12553,10376,116
2046,UrbanVN UE-06,1062,70,62,18
2047,UrbanVN UE-07,5241,681,601,80
2049,UrbanVN UE-09,6040,802,694,130
2050,UrbanVN UE-10,1197,219,193,27
2051,UrbanVN UE-11,260,42,36,3
2053,UrbanVN UE-13,22249,2098,1809,90
2054,UrbanVN UE-14,134582,8507,7069,143
2055,UrbanVN UE-15,101167,7302,6151,137
2056,UrbanVN UE-16,24347,1967,1668,93
2057,UrbanVN UE-17,72,10,10,5
2058,UrbanVN UE-18,17040,1921,1632,105
2060,UrbanVN UE-20,2615,453,401,49
2061,UrbanVN UE-21,1256,296,263,52
2064,UrbanVN UE-24,107694,7093,5927,107
2066,UrbanVN UC-01,3600,605,532,126
2067,UrbanVN UC-02,9269,1093,937,156
2069,UrbanVN UC-04,483,166,153,50
2070,UrbanVN UC-05,5887,709,608,29
2071,UrbanVN UC-06,12778,1862,1580,30
2073,UrbanVN UC-08,15529,1474,1244,63
2074,UrbanVN UC-09,4377,664,574,43
2076,UrbanVN UC-11,1601,376,344,101
2077,UrbanVN UC-12,3248,519,435,97
2078,UrbanVN UC-13,24,9,9,6
2079,UrbanVN UC-14,325,51,47,11
2080,UrbanVN UC-15,696,156,140,27
2081,UrbanVN UC-16,4055,588,502,26
2082,UrbanVN UC-17,5333,737,621,42
2083,UrbanVN UC-18,4755,621,534,34
2084,UrbanVN UC-19,29980,1963,1683,83
2085,UrbanVN UC-20,506,123,111,24
2086,UrbanVN UC-21,16693,1800,1544,118
2087,UrbanVN UC-22,380,159,146,47
2090,UrbanVN UC-25,41645,4609,3910,158
2091,UrbanVN UC-26,21462,2086,1780,119
2092,UrbanVN UC-27,8667,950,829,65
2093,UrbanVN UC-28,3486,473,426,66
2094,UrbanVN UC-29,2544,405,357,44
2097,UrbanVN YY-01,3216,532,478,57
2098,UrbanVN YY-02,17585,1787,1527,105
2099,UrbanVN YY-03,15239,1515,1297,111
2100,UrbanVN YY-04,270,150,134,25
2102,PhoenixWear MA-01,36,8,8,7
2103,PhoenixWear MA-02,281,147,131,26
2104,PhoenixWear MA-03,318,89,82,21
2105,PhoenixWear MA-04,105,14,14,7
2106,PhoenixWear MA-05,86,56,51,16
2111,PhoenixWear UM-02,3,1,1,2
2112,PhoenixWear UM-03,2357,297,280,96
2115,PhoenixWear UM-06,552,86,86,48
2116,PhoenixWear UM-07,558,155,145,50
2117,PhoenixWear UM-08,138,32,32,28
2119,PhoenixWear UM-10,72,40,39,17
2120,PhoenixWear UM-11,719,163,155,55
2121,PhoenixWear UM-12,51,21,21,21
2123,PhoenixWear UM-14,457,125,118,64
2124,PhoenixWear UM-15,228,122,120,47
2126,PhoenixWear UR-02,309,54,52,18
2127,PhoenixWear UR-03,3,1,1,2
2128,PhoenixWear UR-04,54,10,10,3
2131,PhoenixWear UR-07,42,21,21,14
2132,PhoenixWear UR-08,955,351,316,73
2133,PhoenixWear UR-09,513,183,172,59
2134,PhoenixWear UR-10,469,214,196,53
2136,PhoenixWear UR-12,5753,535,478,95
2137,PhoenixWear UR-13,3,1,1,1
2138,PhoenixWear UR-14,6583,1037,917,139
2140,PhoenixWear UR-16,3,1,1,1
2141,PhoenixWear UR-17,6,2,2,2
2142,PhoenixWear UR-18,55,20,18,4
2143,PhoenixWear UR-19,400,175,164,44
2144,PhoenixWear UR-20,1820,324,302,64
2145,PhoenixWear UR-21,5812,462,430,100
2146,PhoenixWear UR-22,36,10,10,8
2147,PhoenixWear UR-23,3,1,1,0
2148,PhoenixWear UE-01,121,99,92,31
2149,PhoenixWear UE-02,717,77,72,21
2150,PhoenixWear UE-03,5766,699,615,121
2151,PhoenixWear UE-04,127,84,83,39
2153,PhoenixWear UE-06,858,209,195,52
2154,PhoenixWear UE-07,18,9,9,8
2155,PhoenixWear UE-08,54,25,24,23
2157,PhoenixWear UE-10,423,159,144,36
2159,PhoenixWear UE-12,292,51,50,27
2161,PhoenixWear UE-14,9,3,3,4
2164,PhoenixWear UE-17,237,100,95,40
2165,PhoenixWear UE-18,40,23,22,15
2166,PhoenixWear UE-19,9,6,6,4
2167,PhoenixWear UE-20,18,6,6,7
2168,PhoenixWear UE-21,105,42,40,13
2169,PhoenixWear UE-22,6420,668,594,112
2171,PhoenixWear UC-01,1985,456,414,85
2173,PhoenixWear UC-03,169,64,59,14
2174,PhoenixWear UC-04,266,31,30,13
2175,PhoenixWear UC-05,3,1,1,0
2176,PhoenixWear UC-06,21,10,10,7
2177,PhoenixWear UC-07,580,100,96,36
2178,PhoenixWear UC-08,125,39,38,15
2179,PhoenixWear UC-09,147,46,45,26
2180,PhoenixWear UC-10,7267,865,767,138
2183,PhoenixWear UC-13,587,124,118,26
2184,PhoenixWear UC-14,7512,417,373,68
2185,PhoenixWear UC-15,200,95,92,38
2186,PhoenixWear UC-16,392,135,129,32
2189,VietMotion MA-03,3394,646,564,128
2192,VietMotion MA-06,12221,1325,1131,78
2193,VietMotion MA-07,484,235,195,37
2197,VietMotion MA-11,4462,811,704,129
2199,VietMotion MA-13,19991,1765,1543,125
2202,VietMotion MA-16,1767,309,279,70
2204,VietMotion RP-01,8968,1292,1092,38
2205,VietMotion RP-02,8243,1272,1092,47
2206,VietMotion RP-03,13293,2214,1872,129
2207,VietMotion RP-04,13661,2217,1872,123
2210,VietMotion RP-07,6,2,2,3
2211,VietMotion RP-08,6,2,2,1
2212,VietMotion RP-09,62859,4104,3433,89
2213,VietMotion RP-10,56954,4022,3433,90
2214,VietMotion RP-11,36583,2687,2313,125
2215,VietMotion RP-12,39692,2725,2313,123
2218,VietMotion RP-15,65437,5141,4335,170
2219,VietMotion RP-16,66136,5138,4335,148
2222,VietMotion RP-19,8457,830,715,85
2223,VietMotion RP-20,8364,825,715,90
2224,VietMotion RP-21,48950,5168,4396,141
2225,VietMotion RP-22,49751,5187,4396,153
2226,VietMotion RP-23,359,75,70,19
2227,VietMotion RP-24,342,74,70,20
2234,VietMotion RP-31,33540,2765,2318,108
2235,VietMotion RP-32,31605,2736,2318,98
2236,VietMotion RP-33,31831,3019,2554,163
2237,VietMotion RP-34,33483,3038,2554,139
2238,VietMotion RP-35,36035,2636,2222,129
2239,VietMotion RP-36,33214,2604,2222,116
2240,VietMotion RP-37,7767,677,581,35
2241,VietMotion RP-38,8144,687,581,42
2246,VietMotion RP-43,3,1,1,0
2247,VietMotion RP-44,3,1,1,2
2250,VietMotion RP-47,6322,884,759,46
2251,VietMotion RP-48,6391,891,759,51
2252,VietMotion RP-49,53159,3050,2613,108
2253,VietMotion RP-50,58507,3099,2613,124
2254,VietMotion RP-51,77207,4617,3921,118
2255,VietMotion RP-52,76774,4613,3921,119
2262,VietMotion RP-59,25459,2084,1796,127
2263,VietMotion RP-60,26147,2095,1796,126
2269,VietMotion RS-02,87810,7006,5852,154
2270,VietMotion RS-03,1023,112,104,32
2275,VietMotion RS-08,77166,6359,5357,143
2277,VietMotion RS-10,37762,2402,2042,140
2279,VietMotion RS-12,37,15,14,9
2280,VietMotion RS-13,44669,2831,2417,127
2284,VietMotion RS-17,38916,2650,2264,126
2286,VietMotion UM-01,8054,697,601,51
2287,VietMotion UM-02,12,4,4,5
2289,VietMotion UM-04,6,3,3,4
2290,VietMotion UM-05,6,2,2,2
2291,VietMotion UM-06,187,117,109,28
2293,VietMotion UM-08,552,81,74,26
2295,VietMotion UM-10,12143,1254,1101,116
2307,VietMotion UR-10,3,1,1,2
2325,VietMotion UR-28,3,1,1,0
2327,VietMotion UE-01,4206,569,479,36
2328,VietMotion UE-02,3,1,1,2
2330,VietMotion UE-04,6,2,2,2
2331,VietMotion UE-05,115219,8476,7092,115
2332,VietMotion UE-06,150312,11148,9386,121
2334,VietMotion UE-08,20774,2180,1863,121
2336,VietMotion UE-10,8387,738,646,79
2340,VietMotion UE-14,6,2,2,2
2341,VietMotion UE-15,644,301,255,59
2343,VietMotion UE-17,34165,1953,1674,127
2345,VietMotion UE-19,15330,1324,1134,79
2348,VietMotion UE-22,350,126,119,45
2350,VietMotion UE-24,5854,1340,1137,65
2352,VietMotion UE-26,17195,1207,1042,91
2353,VietMotion UC-01,39917,2614,2231,123
2354,VietMotion UC-02,31349,2989,2563,138
2355,VietMotion UC-03,14716,1490,1289,138
2356,VietMotion UC-04,6,2,2,1
2359,VietMotion UC-07,75837,4593,3881,120
2360,VietMotion UC-08,1786,640,536,50
2361,VietMotion UC-09,10575,1409,1203,147
2363,VietMotion UC-11,1014,255,233,115
2365,VietMotion UC-13,10769,1317,1117,94
2367,VietMotion UC-15,3948,963,829,74
2368,VietMotion UC-16,12453,1767,1485,99
2369,VietMotion UC-17,3365,669,579,52
2370,VietMotion UC-18,9,4,4,5
2371,VietMotion UC-19,3603,496,453,73
2372,VietMotion UC-20,3,1,1,2
2373,VietMotion UC-21,7944,830,702,37
2374,VietMotion UC-22,1434,334,293,35
2375,VietMotion UC-23,356,163,141,68
2376,VietMotion UC-24,22409,2001,1719,161
2377,VietMotion UC-25,9,3,3,0
2378,VietMotion UC-26,12,3,3,0
2379,VietMotion UC-27,19653,1913,1650,134
2380,VietMotion UC-28,45711,3073,2624,113
2381,VietMotion UC-29,4548,619,550,91
2384,VietMotion UC-32,30479,1877,1628,117
2385,VietMotion UC-33,7580,931,814,93
2387,VietMotion UC-35,35774,3281,2783,146
2388,VietMotion UC-36,89245,5094,4286,115
2389,VietMotion UC-37,10185,1178,1019,102
2391,VietMotion UC-39,9361,936,815,125
2393,VietMotion YY-02,11518,1058,892,72
2394,VietMotion YY-03,36029,3271,2763,127
2395,VietMotion YY-04,9594,1377,1173,55
2396,VietMotion YY-05,110847,6749,5687,117
2400,VietMotion YY-09,25148,1698,1432,69
2401,VietMotion YY-10,15,6,6,3
2402,VietMotion YY-11,10868,1220,1051,172
2403,VietMotion YY-12,730,538,454,84
2404,VietMotion YY-13,639,242,220,60
2405,VietMotion YY-14,2820,234,216,57
2406,VietMotion YY-15,41,20,19,13
2407,VietMotion YY-16,371,53,49,21
2410,VietMotion YY-19,12,5,5,7
2412,VietMotion YY-21,15220,1619,1390,101
